text,labels
hayırlı akşamlar hayırlı ugurlu olsun başarılar tebrikler,Favor
sayın cumhurbaşkanım sizden mahkumlar için bir yasa ör ve cinsel suçlar hariç yıl ceza indirimi verseniz keşke,Neutral
devlet bahcelimi o kim milliyetciligin yüz karası pkk şöyle pkk böyle diyen haziranda apo görüşmesine yer veren nerdeyse aponun agzı olan zat bumu milliyetcilik,Against
rabbim işlerinizi rast getirsin,Favor
am kodum olu,Against
helal olsun dostluğunuz kardeşliğiniz daim olsun ve bizlere de örnek olsun vesselam,Favor
hükümet olarak üç maymunu oynamayı bırakın sorunumuzu görün artık,Against
adam gibi adam,Favor
ne oldu şimdi anlamadim kimin ekmeğine yağ sürüyorsunuz neyi açıklamak zorunda kılıyorsunuz ince ve kılıçdaroğlu lütfen artık bıktık gercekten aradan eminim ki akşener çıkıp başkan olacak,Against
allah sizleri başımızdan eksik etmesin reis,Favor
lütfen bırakın artık sayın genel başkan,Against
halkın seçtiği bir lidere iftira ve hakaret etmek halkın iradesine yapılan bir saldırıdır erdoğan her başarısı ilerin havlamasına sebeb oluyor başarılar artıkça iftira ve saldırılar da artıyor gamze bodur tutuklansin,Neutral
li atatürkçüler başınızdaki liderin ne kadar vatan sevdalısı olduğunu görün darbeci hainleri affedecekmiş,Against
bize engel olan yaş sınırlaması kaldırılsın,Against
maşallah buraya kalbimi yüreğimi bırakıyorum başkanım,Favor
yardım eli uzatsaniz,Neutral
tesekkurler,Favor
gururluyuz,Favor
siz bizim yanimizdayken kimse bizi ezemez,Favor
reis her daim yanındayız,Favor
allah rahmet eylesin ruhu şad mekanı cennet aziz milletimizin başı sağ olsun,Favor
sözleşmeli öğretmen ailesine kavuşsun,Neutral
unutmayın ki güvenilir gıda gıda mühendisi cingidamuh,Neutral
bin kişi açık kapalı ceza evinde bin denetim ofislerinde tıkanmış durumda bin kaçak var milyon hükmün geri açıklaması verilmiş vatandaş var milyon ceza dava dosyası var tck her maddede mağdur var kapsamli yasa şart dhl,Against
yeryüzünde acaba sizin iktidarınız kadar ceberrut bir iktidar varmı akp her tarafınızdan yalan ihanet dökülüyor iki yüzlü insanlar,Against
bülbül ile takılırsan gül bahçesine karga ile takılırsan çöplüğe gidersin seçimlerden önce siyaset çöplüğünde yeriniz hazır demiştim çöp oldunuz pkk ile iş tutanların bastonu olduğunuz sürece kirim tatarlari sizin umurunzda bile değil onlar bile biliyor satacağinizi,Against
saıyın cumhurbaşkanım mayıs oğlumun doğum günü ankara cumhurbaşkanlığı muhafız alayında asker bizim adımıza ona süpriz yapıp video yayınlaesanız sevinirim asker annesi olarak size rica ediyorum,Neutral
allahın izniyle hedef,Favor
önemli bu kaynaklar yerli firmalara verilmeli israil e su ihracatı durdurulmalidir,Neutral
bunları öğretin,Neutral
senedir iş bankasını kimlere peşkeş çektiniz madem çıkarınız yoksa neden iş bankasını kendiniz devlete iade etmiyorsunuz ballı avantajlarınız gidecek diye mi korkuyorsunuz,Against
ibbnin güvenlik soruşturması yetkisi varmı hani siz tüm teröristlerin ayakkabı numarasına kadar biliyordunuz,Against
aylardir yaziyorum inşallah hayal kirikliğina uğramayiz,Neutral
bunun olması için ilk önce anormal hukuk sistemi sayesinde içeri giren masumların cezaevinden çıkması gerek şart,Against
hiçbir sağlık meslek grubu komisyon maddelerinden memnun değil martta müjde dediniz ortada hicbirşey çıkmıyor sağlık camiasını bu kadar arka plana atmayın artık,Against
biz hepsine yeteriz hepsinin bileğini tek başımıza bükeriz aracılığıyla son paylaşımı,Favor
gönüllere dokunmaya,Favor
bizim demokraside de ekonomide de asıl mücadele alanımız batıdır bunun için dünya ten büyüktür diyoruz,Neutral
istiyoruz sayın cumhurbaşkanımız,Neutral
bu olaylarda daima muhalifler yargılanı kere olsun yandaşlar yargılansın da adaletinizi görelimadam geziden beraat aldı ardından fetö den gözaltına alındıfetöyü övenleriniz bir kere dahi olsun hakim karşısına çıkıp yargılanmadıbu ülkede adaletin olduğuna inanmak akıllı,Against
sizin nereniz halka ve hakka hizmet yapıyor utanmaz hırsız ve işkenceci zalimler,Against
yılından önce atanan zorunlu hizmet muafiyetine uğrayanlar da zorunlu hizmet bölgelerine gitmeli ya herkese adalet ya herkese adalet,Against
cocuklarimizi bize verin cumhur baskanim af istiyoruz,Neutral
değerli büyüklerim bizler kamuda çalışan ve ne yazikki söz verilmesine rağmen hala kadro alamamış şöförleriz başbakanlıkta çalışıp kadro alan arkadaşlarımız emsal teşkil eder herkes için eşitlik,Against
anadoluda kocasını kötüleyen kadınlar vardır aslında ben iyiyim ama kocam kötüydü ayağı türkiye cumhuriyeti de partimiz chpnin yönetimleri de mutlaka geçmişte hatalar yapmıştır ancak bunları köpürterek siyasi ikbal devşirmek aymazlıktır kalleşliktir kifayetsizliktir,Against
sayın cumhurbaşkanım üniversite ogrencilerine verilen kredileride af kapsamına alırsanız memnun oluruz,Neutral
tayyip beytaziye evinde infitar suresini devletinin dokunakli sekilde kurani kerim okumasi ne hos,Favor
iyi günler bir partili olarak sizden ricamdir torbalı belediye başkanı ile ilgilenin göztepe spor kulübü ve taraftarıyla uğraşıyor ve twetler atıyor insanları zivanadan çıkarıyor tabi bizim partide bunlarla ilgilenecek kimse yok hicmi takip edilmiyor yazik,Against
bizde sizi suriye mısır israil ve türkiye cumhuriyeti devleti ile ilgili tutumunuzu kınıyoruz,Against
onun için mi milletten korkmayan siz referandum için millete değilde aymye gidiyorsunuz,Against
yasada unutmayınçözüm ve müjde bekliyoruziş yok maaş yok sağlık yok,Against
allah güç kuvvet versin ve onları korusun inşallah,Favor
başka kimseye değil cumhurbaşkanım önce yüce rabbime sonra size güveniyoruz mayısta öğretmen atayin elimizi boş gondermeyin,Favor
destekleri ile sürdürdüğümüz urge projeleri kapsamında yürütülen sosyal uygunluk ölçümleme ve iyileştirme programının ilk eğitimi üyelerimizin katılımları ile gerçekleştirildi sosyal uygunluk projemiz hakkında çalışmalarımız ve bilgilendirmelerimiz devam edecektir,Neutral
kpss en az bin atama bekliyor,Neutral
açık görüşe gittik cezaevinden cenazem çıktıeşim yerderutubet ıcınde yatak yorgan yastık küf ve ıslak görün mahkumları artık,Against
allah yar ve yardımcımız olsun allah eksikliginizi göstermesin reis,Favor
sözleşmeli personel aile bütünlüğü için kadro müjdesi bekliyor lütfen sesimizi duyun duyurun,Favor
siz ne yapacaksınız anayasa mahkemesine gidip muhalefet yapıyoruz diyeceksiniz bu baskıların sorumlusu sizsiniz,Against
diğeride kasetle geldi belediye başkanı olmak istemedi neden acaba,Against
seni çok seviyoruz cumhurbaskanim size guc kuvvet versin,Favor
ilk hedefleriniz başarıyla sonuçlandı sayın başkanım darısı ğe,Favor
reklamın kötüsü olmaz en kötü reklam bile reklamdirtürkiye den dünyanın gündemini değiştirecek haberler servis ıyi yönetin lobi yapınislam ulkelerinin dostlarımızınyanımızda olduğunu gözlerine sokun abd nin kara propagandasi ni cokertin,Favor
siz burada olduğunuz sürece daha çok hikayeden eleştiriye devam edersiniz istifa lutfennnn,Against
reis filistin yıldır türkün karşısında kim varsa desteklemiştir kıbrısta rumları karabağda ermenileri yıl önce ingilizleri desteklemiştir ne israili ne filistini desteklemiyoruz,Against
hukukun egemenliğini hdpkk ile nasıl tesis insanları,Against
asgari ücretten her ay tl vergi alan meğerse işçi tazminatlarından da tl vergi alıyormuş,Against
senin bastığın yer kurur kesin,Against
bekara karibosamak kolay hadi yap hadi yap hahaha hatirlarsin bu sozu izmir belediyesinde her aileye lira verecektiniz,Against
saglik bakanligi bünyesinde calisan kamu dısı aile sagligi elemanlari olarak esit hak ve kadro istiyoruz,Neutral
ailelerimize yol gösterebilmek çocuklarımızın gelişimine katkı sağlayabilmekk için özeleğitimebin atama istiyoruz,Neutral
başkent ankaraya beştepe millet camii yapıldı melike hatun camii yapıldı güzel oldu payitaht istanbula büyük çamlıca camii yapıldı büyük taksim camii yapılıyor güzel oldu ve inşaallah fethin sembolü ayasofya camiide açılacak,Favor
alkollu içkilerden özelleştirme maduruyumc ye girmek istiyorum bizlerin maduriyetinin giderlmesi bilgilerinize arzederim,Neutral
virüsüevimizgetirmebulaştırma riski altındaailesağlıkmerkezinde taşeron kalan sözleşmeli tıbbi sekreterlerhemşireler ve tümsözleşmelilr kadrobekliyorz kamudışı asçözlük,Neutral
bu güce martta kadar bin atama yakışır,Favor
şehidimiz nur içinde yatsın vatanı yaşatan şehitlerimizin her birine ayrı ayrı rahmet diliyorum kederli ailelerinin başlari sağ olsun,Favor
gençliğini de biliriz ipucu i,Neutral
bu yht türkiyenin çoğu yerine yapılır inşaallah,Favor
adli mahkum geniş kapsamlı yasa bekliyor,Neutral
staj ve çıraklık mağdurları seni hiçbir zaman unutmayacak,Against
yuru be baba kim tutarseni biz dogruyu da egrigi de biliriz sen yoluna devam et,Favor
sayın yetkililer ssk da yaşı dolduranlar geriye dönük borçlanma bekliyor selamlar,Neutral
sayın başbakanım öncelikle bayramınızı tebrik ediyorumo kadar bakanlık var hepsine ateist ve alevileri doldurmuşlar bizim çocuklarımız,Favor
milletvekili memur dokunulmazlık zırhı kaldırılsın ne oldu chp nin mezhepçi başkanı korkuyormusun savcılar seni çağıracak soru soracak diye korkuyormusun adalet yürüyüşü ne içindi adalet chp hdp çürük ip partisi sp ler için mi,Against
yağ lobisinin işi deyiver gitsin nasıl olsa herşeye inanacak bir seçmen kitleniz var,Against
allahım sen askerimizi mitimizi polisimizi koru yardım et amin allahım senin gücün herşeye yeter amin,Favor
senin olduğun her yer bize bayram reis,Favor
işte yılda türkiyemizin geldiği yer burası öğretmen aç kalmamak için enjeksiyon makinasında çalışıyor ve işi bilmediği için makinede sıkışıp can veriyor,Against
sans yaninizda olsun insallah,Favor
bizim bahçeye buyurun fındık toplamaya bu kalabalık o zaman iyi işe yarar yoksa boş findiktan ileri gitmezler,Against
ya bugun halkla beraber ekrem imamoğlu yaninda olursunuz yada secimleri unutun,Against
lütfen chp de tüm vekillermal varlıgını açıklasınbaşta gürsel tekin,Neutral
islam için evet,Favor
acil çözüm bekliyor saygılarımla,Neutral
sayın başkanım kamuda kadro alamayan şoförler verdiğiniz sözü unutmadı adalet sadece başbakanlık taki şoför için iş verdiğiniz sözü tutmanızı istiyoruz adalet sadece partimizin ismi olmasin allah a emanet olun,Against
ak parti bu sefer sandıklara sahip çıkacak,Neutral
millet birlik olsun atasını bilmeyen yaradanı da bilmez sana sevgim bir başka eyy sevgili bunu ancak sen yaparsın,Favor
türk silahlı kuvvetlerinin yanındayız az gelmiş demek ki yedikleri füzeler,Against
bunlar hakkında yasal işlem yapmalıdır,Neutral
ekmek lira,Neutral
belki de deccalin ateş olarak görünen tarafına balıklama atlamalıyız islam alemi için gazze için filistin için ve mescidi aksanin özgürlüğü için islam alemi kıyama geçemiyor neden bu katliamın hesabını muslumanlar olarak yaradana nasıl vereceğiz,Against
size inanan ve sizi gönülden seven fahri kuran kursu öğzden müjde bekliyor,Favor
özel çocuklarımızın doğru eğitimm alması için özeleğitimebin atama istiyoruz,Neutral
cumhurbaşkanım yeni yasada özel okulların da kapatılması ile ilgili bir kanun olsa ayrımcılık ve görgüsüzlük ukalalık,Against
hadi bakalım hanginizin kasedi kuvvetliyse o kazansin,Against
nasıl bir çözüm düşünüyorsunuz merak ettim dağami göndereceksiniz,Neutral
ulu önderimiz atatürk çanakkale geçilmez,Favor
milletvekilimiz toplu konut idaresi başkanlığının yılları hesaplarına ilişkin denetim toplantısına katıldı tkomisyonu,Neutral
mekani cennet olsun,Favor
sayın başkanım af istiyoruz sesimizi duyun artık lütfen,Neutral
hdpnin barajını aşmasını isterim elbette isteriz oy alan partinin genel başkanı da gelmeli diyoruz,Favor
reisicumhurdan sağlığaatama,Neutral
pkk lilara kiniyorum diyemiyorsun,Against
nin doğu masası doğudaki temaslarını tamamladı bölge halkı kürt sorunu konusunda netleşmemizi talep etti,Neutral
allah razı olsun senden dünya lideri gönüllerin lideri yüce rabbim seninle durma yürü uzun başkan,Favor
hala iktidarı destekleyen öğretmene ben öğretmen demem bay kemal,Against
şapşaplın birisi diyor kichp çıksın desin kitüm cemaat ve tarikat yurtlarını kapatacağım yok ya lades devlet yurtlari yeterli olursa sorun bi o müptezel yerlere gitmek zorunda kalmaz,Against
ormanlar yetmedi insanları denek olarak ruhsatsız aşılarla pcr testleri ile tehdit ediyorlar ve bu konuda hiç bir beyanınız yok,Against
yeteneğine göre keşfedilmeyen her bir yetenek ülkemiz için kayıptır gelin birlik olalım yeteneklerimiz kaybolmasın ilkokullarda okutulan beden eğitimi ve oyun dersine işin uzmanları beden eğitimi ve spor öğretmenleri girsin,Favor
türkiyede işsizliği bitirmek için göreve hazırız,Favor
staj girişi eytye dahil edilecek mi,Neutral
rant inşa ediyoruz,Against
türkuyenin görmediğini inşallah ıstanbula nasip olur,Favor
reis neden dali mahkumu görmüyorsunuz evde ekmek yok ateş yik soba yok bizleri olume terk etiniz secim geldi yil var bize destek olun bizde seninle olalim reis akp geç kaliyor bu adli mahkum için,Against
allahın izniyle bu takım haftaya operasyonlara baş zeval vermesin,Favor
taahhütname için ek süre istiyoruz,Neutral
sevsinler senin türkiye sevgini vatan haini yildir binlerce ölen vatandaşımız ve askerimiz pkk ile kol kola olacaksın sonrada vatan sevgisinde bahsedeceksin kılıçdaroğlu bu halk uyandı sana bu aklı kim veriyor,Against
ağustos ataması hakkında resmi açıklama bekliyoruz,Neutral
cumhurbaşkanım diğer gazilerimizin yakınlarına tanınan kamuda istihdam hakkı kıbrıs muharip gazilerin yakınlarına şkanım bu sorun inşallah sizin sayenizde çözülecek size güveniyoruz ve inanıyoruz desteklerinizi bizden esirgemeyiniz saygılar,Favor
biriniz duyun allah aşkina biz kendi kendimize gelin güvey olmadık ortada binlerce insanı etkileyen bir söz verildi devlet sözü acık açık kpss puanı ile ek atama olacak dedi şimdi yeni bakan olmayacak diyor birisi acil bir şeyler yapmalı,Against
bedelli istiyoruz,Neutral
bize bunlarla gelin başkanım hazmedemeyenlere soda öneririz noeli kutlayın emi,Against
nin tüm engellemelerine rağmen adam işini iyi yapıyor böylesine ancak helal olsun denir büyükoyun çöktü,Favor
bu spor bakanı şu an birşeyler anlatıyor futbol sahaları yapabiliyoruz diye abarta abarta konuşuyor lan bu almayanın köyüne gitsin de köylerde spor sahaları görsün almanyanin köylerinde diyorum am rhein de kaiserbergstadium var gitsin görsün,Against
allah sizlere kolaylık yaralılara sabır versin inşallah,Favor
gereğini yapınız,Neutral
sayın bakanım medyada dolaşan polise hakaretler savuran yarbay hakkında işlem yapmanızı rica ederiz o rütbeyi hak etmediği belli,Against
başkan kardeşin seni hdp den istiyor,Neutral
rahşan affı ve hayata dönüş operasyonu,Neutral
bugüne kadar neyi yanlis yaptin ki oyum sana,Favor
